,AR,ARMA,ELM,AR+ELM,ARMA+ELM,MLP,AR+MLP,ARMA+MLP,ESN,AR+ESN,ARMA+ESN,RBF,AR+RBF,ARMA+RBF,Mediana (ML),Mediana (RNAs),Mediana (RNAs sem RBF),Mediana (MU),Mediana (MU sem RBF),Mediana (todos),Média (ML),Média (RNAs),Média (RNAs sem RBF),Média (MU),Média (MU sem RBF),Média (todos)
0,0.254553018,0.251984105,0.241024761,0.368347175,0.343411268,0.368434032,0.942444212,1.111164789,0.246156616,0.416042609,0.300743535,2.001591927,0.742884273,1.141582094,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
1,0.254553018,0.251984105,0.243080566,0.331451443,0.32622234,0.363919337,0.951766214,1.118880324,0.249205839,0.329329596,0.309517502,1.385764232,0.865096542,1.135706266,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
2,0.254553018,0.251984105,0.242288843,0.309483917,0.32114184,0.391219337,0.976618472,1.096918481,0.242458806,0.320485145,0.328195904,1.804131305,1.081219323,1.22710068,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
3,0.254553018,0.251984105,0.242605603,0.332461983,0.330778622,0.338580258,0.94150726,1.055154343,0.248776025,0.302902516,0.29921608,1.712775864,0.870651599,1.14682178,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
4,0.254553018,0.251984105,0.239639523,0.351671902,0.373743546,0.328500608,0.952110537,1.075236261,0.246624577,0.311695613,0.333536945,1.74817713,1.047655317,1.165699225,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
5,0.254553018,0.251984105,0.241621216,0.323281062,0.340759698,0.390436033,0.945926882,1.094679383,0.242440929,0.302242588,0.367773604,1.683656366,0.89146059,1.176800885,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
6,0.254553018,0.251984105,0.240959585,0.313925153,0.325670451,0.380469401,0.961044241,1.088235287,0.240004739,0.289553135,0.330909405,1.711517432,0.931823785,1.383477314,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
7,0.254553018,0.251984105,0.239355779,0.306785963,0.321800657,0.384819886,0.9354778,1.114575272,0.240802798,0.281323909,0.306329907,1.813745955,0.983922521,1.090342217,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
8,0.254553018,0.251984105,0.241955679,0.320608956,0.316121476,0.373225802,0.939232527,1.070808423,0.253473676,0.311386939,0.346752561,1.586209672,0.960621452,1.016075064,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
9,0.254553018,0.251984105,0.241446018,0.341883509,0.341923136,0.422088547,0.95288029,1.09315603,0.241894944,0.302352072,0.336201283,1.695209989,0.869130234,1.164732091,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
10,0.254553018,0.251984105,0.239842608,0.315954384,0.323242066,0.348232732,0.975027956,1.132319684,0.239853164,0.285549807,0.287244694,1.384720688,0.971867945,1.145952684,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
11,0.254553018,0.251984105,0.239554813,0.32004809,0.340416072,0.393138692,0.966921232,1.133018036,0.241470322,0.707785042,0.41398333,1.746866153,0.932774356,1.047290881,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
12,0.254553018,0.251984105,0.240435387,0.341513686,0.316071826,0.35594474,0.94793812,1.086987333,0.241606164,0.279493623,0.316032674,1.475163165,0.895954213,1.163763161,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
13,0.254553018,0.251984105,0.24526308,0.309435972,0.321716238,0.389921393,0.924369428,1.09567016,0.259501702,0.290437882,0.300340382,1.670519721,0.975273671,1.246266249,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
14,0.254553018,0.251984105,0.24026064,0.316945167,0.379167964,0.409410338,0.99024063,1.083591563,0.248261657,0.354076157,0.306816535,2.008447397,1.008777084,1.178875073,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
15,0.254553018,0.251984105,0.240870706,0.331370692,0.333542876,0.36892424,0.954222165,1.050491532,0.25958892,0.48226347,0.298567801,1.721764943,0.863148691,0.988453643,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
16,0.254553018,0.251984105,0.241329293,0.342269515,0.329538372,0.39361382,0.936880813,1.129750634,0.240247962,0.313073742,0.404933879,1.521951964,0.882342908,1.149067035,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
17,0.254553018,0.251984105,0.241372524,0.333626092,0.334768677,0.378008662,0.957638992,1.131712221,0.256347379,0.295381718,0.282636153,1.725058844,0.878624907,1.178188936,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
18,0.254553018,0.251984105,0.242377989,0.343934187,0.316778976,0.423169013,0.967550959,1.083825447,0.248022096,0.332895648,0.292783224,1.363115033,0.78947233,1.225302259,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
19,0.254553018,0.251984105,0.242039178,0.316052239,0.330222449,0.376486187,0.949838571,1.137747556,0.240789723,0.490977245,0.301288717,2.004390735,0.933707787,1.125555748,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
20,0.254553018,0.251984105,0.239957497,0.324027118,0.332658461,0.362237265,0.95283233,1.106483794,0.261935997,0.283431486,0.346499558,1.605853085,1.007610141,1.051861509,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
21,0.254553018,0.251984105,0.240240563,0.321210821,0.332073701,0.401818323,0.918056057,1.127769416,0.242341912,0.341908963,0.391707742,1.538686978,0.782576053,0.999170078,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
22,0.254553018,0.251984105,0.239932495,0.320676208,0.315275091,0.361477313,0.967968134,1.123662334,0.251122371,0.48548485,0.269521955,1.359825105,0.878286587,1.253882641,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
23,0.254553018,0.251984105,0.241608412,0.316149324,0.323406889,0.398957145,0.936201259,1.109712541,0.240377112,0.365821225,0.304413873,1.534039355,0.907634443,1.259647241,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
24,0.254553018,0.251984105,0.240507369,0.322363852,0.353328756,0.338717209,0.955681146,1.117689729,0.237503114,0.320945339,0.293722169,1.675604522,0.902401055,1.116871394,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
25,0.254553018,0.251984105,0.242677622,0.314876707,0.328865105,0.402338596,0.927757939,1.078208367,0.239453539,0.30280304,0.294238586,1.688304444,0.827157027,1.087164791,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
26,0.254553018,0.251984105,0.242937471,0.324581227,0.322919788,0.327941212,0.940859045,1.132217523,0.240725279,0.339835367,0.338047119,1.510640894,0.920320096,1.134942848,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
27,0.254553018,0.251984105,0.242408438,0.311776468,0.336606357,0.380387897,0.918795556,1.094784028,0.314036193,0.323666839,0.295983677,1.624236558,1.002836593,1.147535418,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
28,0.254553018,0.251984105,0.241466326,0.328544709,0.336838932,0.406921156,0.964160615,1.130066979,0.264406995,0.343336576,0.300584018,1.563578451,0.805275353,1.005142977,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
29,0.254553018,0.251984105,0.241807281,0.327380701,0.330203277,0.365611877,0.936807668,1.131496952,0.24354386,0.291487573,0.399798473,1.641050581,0.871325934,1.186433923,0.24026572502890606,0.2597151424688989,0.23744903015793478,0.2379924021799031,0.23784063142800216,0.2462057716537659,0.24026572502890606,0.34508423322478304,0.2458225060680976,0.28484245790073653,0.24097557076098483,0.2719025542906617
